iter	Passed	Remaining
480	608	656
481	609	655
482	610	653
483	611	651
484	612	650
485	613	648
486	613	646
487	614	645
488	615	643
489	616	641
490	617	640
491	618	638
492	619	636
493	619	634
494	620	633
495	622	632
496	623	630
497	624	629
498	625	628
499	626	626
500	627	625
501	629	624
502	630	622
503	631	621
504	632	619
505	633	617
506	633	616
507	634	614
508	635	613
509	637	612
510	638	610
511	639	609
512	640	607
513	641	606
514	642	604
515	643	603
516	644	601
517	645	600
518	645	598
519	646	597
520	647	595
521	648	593
522	649	592
523	650	590
524	651	589
525	652	587
526	653	586
527	654	584
528	655	583
529	656	581
530	657	580
531	658	578
532	658	577
533	659	575
534	660	574
535	661	572
536	662	571
537	663	569
538	664	567
539	665	566
540	666	565
541	666	563
542	668	562
543	669	560
544	670	559
545	670	557
546	671	556
547	672	554
548	673	553
549	674	551
550	675	550
551	676	549
552	677	547
553	678	545
554	679	544
555	680	543
556	680	541
557	681	540
558	682	538
559	683	537
560	684	535
561	685	533
562	685	532
563	686	530
564	687	529
565	688	528
566	689	526
567	690	525
568	691	523
569	692	522
570	693	520
571	694	519
572	695	518
573	696	516
574	697	515
575	698	514
576	699	513
577	700	511
578	701	510
579	702	509
580	703	507
581	704	506
582	705	504
583	706	503
584	708	502
585	709	501
586	710	499
587	711	498
588	711	496
589	712	495
590	713	493
591	714	492
592	715	491
593	716	489
594	717	488
595	718	486
596	718	485
597	719	483
598	720	482
599	721	480
600	722	479
601	723	478
602	724	477
603	725	475
604	726	474
605	727	473
606	728	471
607	729	470
608	730	469
609	732	468
610	733	466
611	734	465
612	735	464
613	737	463
614	738	462
615	739	460
616	740	459
617	741	458
618	742	457
619	743	455
620	745	454
621	747	453
622	748	453
623	750	451
624	751	451
625	752	449
626	753	448
627	754	447
628	755	445
629	756	444
630	757	443
631	758	441
632	759	440
633	761	439
634	762	438
635	763	436
636	764	435
637	765	434
638	766	432
639	767	431
640	768	430
641	769	429
642	770	427
643	771	426
644	772	425
645	773	424
646	774	422
647	776	421
648	777	420
649	778	419
650	780	418
651	781	417
652	782	415
653	783	414
654	784	413
655	785	411
656	787	411
657	788	409
658	789	408
659	790	407
660	793	406
661	794	405
662	795	404
663	796	402
664	797	401
665	798	400
666	799	399
667	800	397
668	801	396
669	802	395
670	803	393
671	804	392
672	805	391
673	806	390
674	807	388
675	808	387
676	809	386
677	810	385
678	811	383
679	812	382
680	813	381
681	814	379
682	815	378
683	817	377
684	817	376
685	818	374
686	819	373
687	820	372
688	821	370
689	822	369
690	823	368
691	824	367
692	826	365
693	827	364
694	827	363
695	828	362
696	829	360
697	830	359
698	831	358
699	832	356
700	833	355
701	834	354
702	835	353
703	836	351
704	837	350
705	838	349
706	839	348
707	840	346
708	841	345
709	843	344
710	844	343
711	845	341
712	846	340
713	847	339
714	848	338
715	849	336
716	850	335
717	851	334
718	852	333
719	853	332
720	854	330
721	855	329
722	856	328
723	857	327
724	858	325
725	860	324
726	861	323
727	862	322
728	863	320
729	864	319
730	865	318
731	866	317
732	867	316
733	868	314
734	869	313
735	870	312
736	872	311
737	873	309
738	874	308
739	875	307
740	876	306
741	877	305
742	878	303
743	879	302
744	880	301
745	881	300
746	882	298
747	883	297
748	884	296
749	885	295
750	887	294
751	888	292
752	889	291
753	890	290
754	891	289
755	892	288
756	894	286
757	895	285
758	896	284
759	897	283
760	898	282
761	899	280
762	900	279
763	901	278
764	901	277
765	902	275
766	903	274
767	904	273
768	906	272
769	907	270
770	908	269
771	909	268
772	909	267
773	910	265
774	911	264
775	912	263
776	913	262
777	914	261
778	915	259
779	916	258
780	917	257
781	918	256
782	919	254
783	921	253
784	922	252
785	923	251
786	925	250
787	926	249
788	927	248
789	928	246
790	930	245
791	931	244
792	932	243
793	933	242
794	934	240
795	935	239
796	936	238
797	937	237
798	938	235
799	938	234
800	939	233
801	940	232
802	941	230
803	942	229
804	943	228
805	944	227
806	945	226
807	945	224
808	946	223
809	947	222
810	948	221
811	950	220
812	951	218
813	952	217
814	953	216
815	954	215
816	955	213
817	956	212
818	957	211
819	958	210
820	959	209
821	959	207
822	960	206
823	961	205
824	962	204
825	963	202
826	964	201
827	965	200
828	966	199
829	967	198
830	968	196
831	969	195
832	970	194
833	970	193
834	971	192
835	972	190
836	973	189
837	974	188
838	975	187
839	976	185
840	977	184
841	978	183
842	979	182
843	980	181
844	981	180
845	982	178
846	983	177
847	984	176
848	986	175
849	987	174
850	988	173
851	989	171
852	990	170
853	991	169
854	992	168
855	993	167
856	994	165
857	995	164
858	996	163
859	997	162
860	998	161
861	999	160
862	1000	158
863	1001	157
864	1002	156
865	1003	155
866	1004	154
867	1005	152
868	1006	151
869	1007	150
870	1008	149
871	1009	148
872	1010	146
873	1011	145
874	1012	144
875	1013	143
876	1014	142
877	1015	141
878	1016	139
879	1017	138
880	1019	137
881	1020	136
882	1021	135
883	1022	134
884	1024	133
885	1025	131
886	1026	130
887	1026	129
888	1028	128
889	1029	127
890	1030	126
891	1031	124
892	1032	123
893	1033	122
894	1034	121
895	1035	120
896	1036	119
897	1037	117
898	1038	116
899	1039	115
900	1040	114
901	1041	113
902	1042	111
903	1043	110
904	1044	109
905	1045	108
906	1046	107
907	1047	106
908	1048	104
909	1049	103
910	1050	102
911	1051	101
912	1052	100
913	1052	99
914	1053	97
915	1054	96
916	1055	95
917	1056	94
918	1057	93
919	1058	92
920	1059	90
921	1060	89
922	1061	88
923	1062	87
924	1063	86
925	1064	85
926	1065	83
927	1066	82
928	1067	81
929	1068	80
930	1069	79
931	1070	78
932	1071	76
933	1072	75
934	1072	74
935	1073	73
936	1075	72
937	1076	71
938	1077	69
939	1078	68
940	1078	67
941	1079	66
942	1080	65
943	1081	64
944	1082	63
945	1083	61
946	1084	60
947	1085	59
948	1086	58
949	1087	57
950	1088	56
951	1089	54
952	1090	53
953	1091	52
954	1092	51
955	1093	50
956	1094	49
957	1095	48
958	1096	46
959	1097	45
960	1098	44
961	1099	43
962	1100	42
963	1101	41
964	1102	39
965	1103	38
966	1104	37
967	1105	36
968	1106	35
969	1107	34
970	1108	33
971	1109	31
972	1110	30
973	1111	29
974	1112	28
975	1113	27
976	1114	26
977	1115	25
978	1116	23
979	1117	22
980	1118	21
981	1119	20
982	1120	19
983	1121	18
984	1122	17
985	1123	15
986	1124	14
987	1125	13
988	1126	12
989	1127	11
990	1128	10
991	1129	9
992	1130	7
993	1131	6
994	1132	5
995	1133	4
996	1134	3
997	1135	2
998	1136	1
999	1137	0
